waste_processor_id,authority,authority_id,period,period_id,waste_stream_type_id,waste_stream_type,facility_type_id,facility_type,national_facility_id,facility_name,facility_postCode,total_tonnes,tonnes_by_material,material_group,material_id,material
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",12765,"Glass Recycling ( U K) Ltd","S71 3HX",661.703,661.703,"Glass",6,"Mixed glass"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",41145,Berrymans,"RM18 7EH",316.183,316.183,"Glass",6,"Mixed glass"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",27389,"Palm Paper Limited","PE34 3AL",632.526,632.526,"Paper & Card",7,Paper
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",39992,"Edwards Recycling Ltd","RM9 6QD",67.687,67.687,"Paper & Card",7,Paper
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",23138,"Outside UK-EU",na,19.839,19.839,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",37536,"Atlas Environmental Limited","NN14 4AS",209.119,149.963,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",40938,"Vipa Lausanne SA",N/A,894.525,894.525,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",40958,"Visy Recycling Europe Ltd","B3 1UP",89.861,89.861,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",41010,"Paper Link International UK","LE1 1QZ",246.242,246.242,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,19.839,19.839,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,21.59,21.59,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,39.679,39.679,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,88.694,88.694,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,30.926,30.926,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,21.59,21.59,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,26.842,26.842,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,26.842,26.842,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,107.366,107.366,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,60.685,60.685,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,134.208,134.208,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,63.019,63.019,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,26.842,26.842,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,30.926,30.926,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,263.164,263.164,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,23.924,23.924,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,78.191,78.191,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,89.861,89.861,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,39.679,39.679,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,16.922,16.922,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,49.015,49.015,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,63.019,63.019,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,19.839,19.839,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,23.924,23.924,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,16.922,16.922,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,16.922,16.922,"Paper & Card",10,"Mixed paper &  card"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt,,31.389,31.389,"Metal",11,"Steel cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",37536,"Atlas Environmental Limited","NN14 4AS",209.119,59.156,"Metal",11,"Steel cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,31.389,31.389,"Metal",11,"Steel cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,59.156,59.156,"Metal",11,"Steel cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",31125,"Novelis UK Ltd","WA4 1NN",17.204,17.204,"Metal",12,"Aluminium cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt,,5.131,5.131,"Metal",12,"Aluminium cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",7932,Other/Exempt,,68.21,68.21,"Metal",12,"Aluminium cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,34.105,34.105,"Metal",12,"Aluminium cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,34.105,34.105,"Metal",12,"Aluminium cans"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",28834,"Roydon Group Plc","M27 8LU",71.229,71.229,"Plastic",14,"Mixed Plastics"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",38402,"Monoworld Recycling Ltd","NN10 6BQ",8.451,8.451,"Plastic",14,"Mixed Plastics"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",40797,"Clean Tech Europe Limited","DN21 5TU",27.767,27.767,"Plastic",14,"Mixed Plastics"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",40945,Viridor,"ME2 4FN",154.53,154.53,"Plastic",14,"Mixed Plastics"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",18,"Exporter - recycling (qu19)",40955,"Clearpoint Ltd","HG2 8QT",100.203,100.203,"Plastic",14,"Mixed Plastics"
6265505,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,2,"Comingled recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,100.203,100.203,"Plastic",14,"Mixed Plastics"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",19,"Exporter - reuse (qu35)",7932,Other/Exempt," RM4 1NA",11.789,11.789,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,0.715,0.715,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.357,0.357,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.238,0.238,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,1.786,1.786,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.119,0.119,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.357,0.357,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,2.382,2.382,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.238,0.238,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,4.049,4.049,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,1.31,1.31,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",19,"Exporter - reuse (qu35)",23139,"Outside UK-nonEU",N/A,0.119,0.119,"Textiles",15,"Textiles & footwear"
6265506,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",19,"Exporter - reuse (qu35)",23139,"Outside UK-nonEU",N/A,0.119,0.119,"Textiles",15,"Textiles & footwear"
6265507,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",34488,"Green Resource Recycling ( G R R ) Ltd","WD25 7DL",0.096,0.096,"WEEE",49,"WEEE - Small Domestic App"
6265508,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0,0,"",0,
6265508,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0.119,0.119,"Textiles",15,"Textiles & footwear"
6265509,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",21172,"Sweeep Kuusakoski Ltd","ME10 2QB",0,0,"",0,
6265509,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",34488,"Green Resource Recycling ( G R R ) Ltd","WD25 7DL",1.819,1.819,"WEEE",49,"WEEE - Small Domestic App"
6265509,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",37968,"Blue Sky Plastic & Electrical Recycling Ltd","PE10 0DN",1.819,1.819,"WEEE",49,"WEEE - Small Domestic App"
6265510,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",21172,"Sweeep Kuusakoski Ltd","ME10 2QB",2.58,1.2,"WEEE",49,"WEEE - Small Domestic App"
6265510,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",21172,"Sweeep Kuusakoski Ltd","ME10 2QB",2.58,1.38,"WEEE",50,"WEEE - TVs & Monitors"
6265511,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," TA6 4TN",4,4,"Other Materials",33,"Other materials"
6265512,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.12,0.12,"Textiles",15,"Textiles & footwear"
6265512,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.036,0.036,"Textiles",15,"Textiles & footwear"
6265512,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," NG10 1JU",0.036,0.036,"Textiles",15,"Textiles & footwear"
6265512,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.012,0.012,"Textiles",15,"Textiles & footwear"
6265512,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,0.036,0.036,"Textiles",15,"Textiles & footwear"
6265513,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",5192,"European Metal Recycling Limited","NW10 9HA",13.749,13.749,"WEEE",52,"WEEE - Fridges & Freezers"
6265514,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",5181,"H Williams & Son Ltd","SG4 0SE",0,0,"",0,
6265515,"Dacorum Borough Council",9,"Apr 24 - Jun 24",397,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",3420,"Luxus Ltd","LN11 0LQ",12.82,12.82,"Other Materials",33,"Other materials"
6265516,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",3420,"Luxus Ltd","LN11 0LQ",0,0,"",0,
6265517,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",3420,"Luxus Ltd","LN11 0LQ",0,0,"",0,
6265518,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",5181,"H Williams & Son Ltd","SG4 0SE",0,0,"",0,
6265519,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",5192,"European Metal Recycling Limited","NW10 9HA",11.037,11.037,"WEEE",52,"WEEE - Fridges & Freezers"
6265520,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.147,0.147,"Textiles",15,"Textiles & footwear"
6265520,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.044,0.044,"Textiles",15,"Textiles & footwear"
6265520,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," NG10 1JU",0.044,0.044,"Textiles",15,"Textiles & footwear"
6265520,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.015,0.014,"Textiles",15,"Textiles & footwear"
6265520,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,0.044,0.044,"Textiles",15,"Textiles & footwear"
6265521,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt," TA6 4TN",0,0,"",0,
6265522,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",21172,"Sweeep Kuusakoski Ltd","ME10 2QB",0.92,0.92,"WEEE",49,"WEEE - Small Domestic App"
6265523,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",37968,"Blue Sky Plastic & Electrical Recycling Ltd","PE10 0DN",0,0,"",0,
6265523,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",34488,"Green Resource Recycling ( G R R ) Ltd","WD25 7DL",1.733,1.733,"WEEE",49,"WEEE - Small Domestic App"
6265523,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",21172,"Sweeep Kuusakoski Ltd","ME10 2QB",1.733,1.733,"WEEE",49,"WEEE - Small Domestic App"
6265524,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",7932,Other/Exempt,,0.733,0.733,"Textiles",15,"Textiles & footwear"
6265524,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",7932,Other/Exempt,,0.733,0.733,"Textiles",15,"Textiles & footwear"
6265525,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",17,"Reuse (qu35)",34488,"Green Resource Recycling ( G R R ) Ltd","WD25 7DL",0.091,0.091,"WEEE",49,"WEEE - Small Domestic App"
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",19,"Exporter - reuse (qu35)",23139,"Outside UK-nonEU",N/A,0,0,"",0,
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",19,"Exporter - reuse (qu35)",7932,Other/Exempt," RM4 1NA",13.931,13.931,"Textiles",15,"Textiles & footwear"
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23138,"Outside UK-EU",na,1.173,1.173,"Textiles",15,"Textiles & footwear"
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.147,0.146,"Textiles",15,"Textiles & footwear"
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.44,0.439,"Textiles",15,"Textiles & footwear"
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.733,0.733,"Textiles",15,"Textiles & footwear"
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,2.786,2.785,"Textiles",15,"Textiles & footwear"
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.147,0.146,"Textiles",15,"Textiles & footwear"
6265526,"Dacorum Borough Council",9,"Jul 24 - Sep 24",401,1,"Source segregated recyclate",16,"Reprocessor - recycling (qu19)",23139,"Outside UK-nonEU",N/A,0.44,0.439,"Textiles",15,"Textiles & footwear"
